"algorithm","localsearch","alpha","beta","rho","ants","q0","rasrank","elitistants","nnls","dlb","Elite"
3,4,4.32,6.31,0.33,54,0.77,NA,NA,11,1,FALSE
3,4,3,3.49,0.71,62,0.41,NA,NA,25,1,TRUE
3,4,3.96,5.68,0.28,48,0.43,NA,NA,9,1,FALSE
3,4,3.02,5.31,0.31,45,0.44,NA,NA,10,1,FALSE
3,4,2.88,4.22,0.32,59,0.41,NA,NA,11,1,FALSE
3,4,3.15,6.41,0.07,29,0.01,NA,NA,8,1,FALSE
3,4,4.38,4.73,0.24,76,0.72,NA,NA,17,1,FALSE
3,4,2.65,4.57,0.6,60,0.56,NA,NA,30,1,FALSE
3,4,3.84,8.02,0.3,70,0.42,NA,NA,10,1,FALSE
3,4,4.1,4.71,0.07,61,0.72,NA,NA,7,1,FALSE
3,4,3.33,4.41,0.73,53,0.31,NA,NA,31,1,FALSE
3,4,2.58,3.16,0.17,25,0.22,NA,NA,7,1,FALSE
3,4,2.27,2.13,0.59,38,0.22,NA,NA,27,1,FALSE
3,4,1.86,1.35,0.85,36,0.39,NA,NA,22,1,FALSE
3,4,2.69,6.92,0.25,54,0.13,NA,NA,8,1,FALSE
3,4,3.09,6,0.95,72,0.3,NA,NA,33,1,FALSE
3,4,2.56,1.93,0.97,34,0.43,NA,NA,21,1,FALSE
3,4,2.39,0.76,1,36,0.38,NA,NA,15,1,FALSE
3,4,4.11,6.26,0.31,50,0.81,NA,NA,9,1,FALSE
3,4,2.67,0.84,0.8,48,0.41,NA,NA,25,1,FALSE
3,4,3.35,4.19,0.3,42,0.17,NA,NA,10,1,FALSE
3,4,2.75,5.21,0.51,26,0.44,NA,NA,6,1,FALSE
3,4,4.23,6.33,0.26,52,0.68,NA,NA,8,1,FALSE
3,4,4.44,6.43,0.2,67,0.64,NA,NA,17,1,FALSE
3,4,2.33,2.74,0.54,54,0.2,NA,NA,32,1,FALSE
3,4,2.78,3.77,0.37,51,0.17,NA,NA,11,1,TRUE
3,4,4.63,6.32,0.23,57,0.67,NA,NA,9,1,TRUE
3,4,4.44,5.85,0.27,61,0.68,NA,NA,12,1,TRUE
3,4,3,3.49,0.71,62,0.41,NA,NA,25,1,TRUE
3,4,4.69,7.98,0.33,67,0.57,NA,NA,11,1,TRUE
3,4,2.66,4.04,0.31,47,0.01,NA,NA,10,1,TRUE
3,4,4.74,6.12,0.28,66,0.64,NA,NA,6,1,FALSE
3,4,4.96,5.79,0.27,60,0.58,NA,NA,10,1,FALSE
3,4,4.17,5.28,0.2,64,0.8,NA,NA,17,1,FALSE
3,4,2.87,4.69,0.4,43,0.16,NA,NA,14,1,FALSE
3,4,2.52,4.75,0.42,54,0.27,NA,NA,8,1,FALSE
3,4,2.69,4.16,0.69,53,0.47,NA,NA,24,1,FALSE
3,4,3.9,5.84,0.31,59,0.63,NA,NA,7,1,FALSE
3,4,2.4,2.65,0.36,52,0.33,NA,NA,18,1,TRUE
3,4,4,6.93,0.19,58,0.58,NA,NA,10,1,FALSE
3,4,4.99,6.47,0.29,49,0.67,NA,NA,8,1,FALSE
3,4,3,2.45,0.44,59,0.02,NA,NA,17,1,FALSE
3,4,4.44,6.2,0.14,55,0.76,NA,NA,9,1,FALSE
3,4,4.39,3.71,0.81,57,0.48,NA,NA,25,1,FALSE
3,4,4.31,6.41,0.24,63,0.74,NA,NA,14,1,FALSE
3,4,2.63,2.57,0.38,56,0.03,NA,NA,17,1,FALSE
3,4,4.37,6.37,0.19,53,0.6,NA,NA,7,1,FALSE
3,4,2.82,3.79,0.68,59,0.51,NA,NA,32,1,FALSE
3,4,4.75,4.25,0.17,51,0.6,NA,NA,17,1,FALSE
3,4,3.72,6.21,0.26,56,0.52,NA,NA,9,1,FALSE
3,4,4.47,4.2,0.42,69,0.71,NA,NA,14,1,FALSE
3,4,4.34,6.42,0.28,66,0.72,NA,NA,21,1,FALSE
3,4,2.67,3.09,0.69,69,0.31,NA,NA,22,1,FALSE
3,4,2.66,4.04,0.31,47,0.01,NA,NA,10,1,TRUE
3,4,4.44,5.85,0.27,61,0.68,NA,NA,12,1,TRUE
3,4,2.4,2.65,0.36,52,0.33,NA,NA,18,1,TRUE
3,4,4.69,7.98,0.33,67,0.57,NA,NA,11,1,TRUE
3,4,2.78,3.77,0.37,51,0.17,NA,NA,11,1,TRUE
3,4,2.45,4.79,0.33,50,0.03,NA,NA,11,1,FALSE
3,4,3.42,3.77,0.34,43,0.12,NA,NA,9,1,FALSE
3,4,2.68,3.34,0.45,50,0.24,NA,NA,20,1,FALSE
3,4,2.96,3.31,0.4,51,0.24,NA,NA,24,1,FALSE
3,4,4.94,5.41,0.16,68,0.69,NA,NA,13,1,FALSE
3,4,4.75,5.87,0.28,66,0.67,NA,NA,12,1,TRUE
3,4,2.61,3.16,0.44,46,0.01,NA,NA,14,1,FALSE
3,4,4.27,5.97,0.28,52,0.58,NA,NA,14,1,FALSE
3,4,4.65,7.84,0.23,55,0.61,NA,NA,7,1,FALSE
3,4,4.75,5.87,0.28,66,0.67,NA,NA,12,1,TRUE
3,4,2.66,4.04,0.31,47,0.01,NA,NA,10,1,TRUE
3,4,4.44,5.85,0.27,61,0.68,NA,NA,12,1,TRUE
3,4,2.78,3.77,0.37,51,0.17,NA,NA,11,1,TRUE
3,4,4.69,7.98,0.33,67,0.57,NA,NA,11,1,TRUE
3,4,4.44,4.64,0.26,71,0.46,NA,NA,14,1,FALSE
3,4,4.61,5.59,0.38,79,0.67,NA,NA,8,1,FALSE
3,4,3.22,4.01,0.41,54,0.26,NA,NA,13,1,TRUE
3,4,4.67,5.68,0.32,61,0.55,NA,NA,11,1,TRUE
3,4,4.75,5.87,0.28,66,0.67,NA,NA,12,1,TRUE
3,4,4.67,5.68,0.32,61,0.55,NA,NA,11,1,TRUE
3,4,2.66,4.04,0.31,47,0.01,NA,NA,10,1,TRUE
3,4,2.78,3.77,0.37,51,0.17,NA,NA,11,1,TRUE
3,4,3.22,4.01,0.41,54,0.26,NA,NA,13,1,TRUE
3,4,4.47,4.95,0.28,61,0.67,NA,NA,12,1,TRUE
2,1,4.5,5.7,0.15,57,NA,44,NA,NA,NA,FALSE
5,2,2,0.7,0.65,9,NA,NA,NA,21,2,FALSE
4,4,0.75,3.2,0.4,81,NA,NA,641,32,1,FALSE
1,3,3.25,8.2,0.89,33,NA,NA,NA,9,2,FALSE
5,1,0.13,1.95,0.52,45,NA,NA,NA,NA,NA,FALSE
3,2,2.63,6.95,0.03,93,0.23,NA,NA,15,2,FALSE
1,4,3.88,9.45,0.77,21,NA,NA,NA,49,1,FALSE
2,3,1.38,4.45,0.27,69,NA,57,NA,26,2,FALSE
4,4,2.94,3.83,0.21,39,NA,NA,688,6,1,FALSE
3,3,0.44,8.83,0.71,87,0.92,NA,NA,29,2,FALSE
2,2,4.19,1.33,0.95,63,NA,76,NA,41,2,FALSE
1,1,1.69,6.33,0.46,15,NA,NA,NA,NA,NA,FALSE
1,2,1.06,5.08,0.34,51,NA,NA,NA,35,2,FALSE
4,1,3.56,0.08,0.83,99,NA,NA,407,NA,NA,FALSE
5,3,4.81,2.58,0.09,27,NA,NA,NA,46,2,FALSE
3,4,2.31,7.58,0.58,75,0.3,NA,NA,23,1,FALSE
1,1,4.34,4.77,0.68,72,NA,NA,NA,NA,NA,FALSE
4,2,1.84,9.77,0.18,24,NA,NA,477,36,1,FALSE
3,3,3.09,2.27,0.43,48,0.08,NA,NA,48,1,FALSE
5,4,0.59,7.27,0.92,96,NA,NA,NA,25,2,FALSE
4,3,2.47,6.02,0.8,60,NA,NA,571,31,1,FALSE
3,4,4.97,1.02,0.3,12,0.7,NA,NA,8,2,TRUE
5,2,3.72,3.52,0.55,84,NA,NA,NA,42,1,FALSE
2,1,1.22,8.52,0.06,36,NA,29,NA,NA,NA,FALSE
5,1,2.78,9.14,0.37,78,NA,NA,NA,NA,NA,FALSE
2,2,0.28,4.14,0.86,30,NA,98,NA,16,1,FALSE
1,4,1.53,1.64,0.12,54,NA,NA,NA,28,2,FALSE
4,3,4.03,6.64,0.61,6,NA,NA,712,5,1,FALSE
2,4,3.41,5.39,0.74,42,NA,10,NA,45,2,TRUE
1,3,0.91,0.39,0.24,90,NA,NA,NA,22,1,FALSE
4,2,4.66,7.89,0.49,66,NA,NA,430,11,1,FALSE
3,1,2.16,2.89,0.99,18,0.39,NA,NA,NA,NA,FALSE
5,3,4.42,1.8,0.32,95,NA,NA,NA,17,1,FALSE
2,4,1.92,6.8,0.82,47,NA,43,NA,40,2,FALSE
4,2,0.67,9.3,0.07,71,NA,NA,67,5,1,FALSE
3,1,3.17,4.3,0.57,23,0.15,NA,NA,NA,NA,FALSE
1,4,2.55,0.55,0.44,59,NA,NA,NA,34,2,FALSE
2,3,0.05,5.55,0.94,11,NA,80,NA,11,1,FALSE
5,1,1.3,8.05,0.2,83,NA,NA,NA,NA,NA,FALSE
3,2,3.8,3.05,0.69,35,0.53,NA,NA,23,1,FALSE
2,1,4.73,9.92,0.38,29,NA,24,NA,NA,NA,FALSE
1,2,2.23,4.92,0.88,77,NA,NA,NA,49,1,FALSE
3,4,0.98,2.42,0.13,5,0.97,NA,NA,14,2,TRUE
4,3,3.48,7.42,0.63,53,NA,NA,208,37,1,FALSE
4,2,2.86,8.67,0.26,17,NA,NA,114,31,1,FALSE
1,1,0.36,3.67,0.75,65,NA,NA,NA,NA,NA,FALSE
3,3,1.61,1.17,0.01,41,0.34,NA,NA,43,1,FALSE
5,4,4.11,6.17,0.51,89,NA,NA,NA,20,2,FALSE
4,4,4.58,4.61,0.04,86,NA,NA,278,39,1,FALSE
1,3,2.08,9.61,0.54,38,NA,NA,NA,16,2,FALSE
5,2,3.33,2.11,0.78,14,NA,NA,NA,27,2,FALSE
3,1,0.83,7.11,0.29,62,0.87,NA,NA,NA,NA,FALSE
5,4,0.2,8.36,0.66,26,NA,NA,NA,44,1,FALSE
2,3,2.7,3.36,0.17,74,NA,90,NA,21,2,FALSE
3,2,1.45,5.86,0.41,98,0.5,NA,NA,10,2,FALSE
4,1,3.95,0.86,0.91,50,NA,NA,184,NA,NA,FALSE
5,3,1.14,3.99,0.47,20,NA,NA,NA,41,2,FALSE
2,4,3.64,8.99,0.97,68,NA,34,NA,18,1,FALSE
4,1,2.39,1.49,0.72,92,NA,NA,44,NA,NA,FALSE
1,2,4.89,6.49,0.23,44,NA,NA,NA,30,2,FALSE
5,4,1.77,2.74,0.35,32,NA,NA,NA,13,1,TRUE
3,3,4.27,7.74,0.85,80,0.69,NA,NA,36,2,FALSE
2,2,0.52,0.24,0.6,56,NA,71,NA,47,2,FALSE
1,1,3.02,5.24,0.1,8,NA,NA,NA,NA,NA,FALSE
2,3,0.63,1.56,0.78,23,NA,5,NA,24,1,FALSE
1,4,3.13,6.56,0.28,71,NA,NA,NA,47,2,FALSE
4,1,1.88,4.06,0.03,95,NA,NA,729,NA,NA,FALSE
3,2,4.38,9.06,0.53,47,0.37,NA,NA,12,1,FALSE
2,1,2.51,7.81,0.65,11,NA,92,NA,NA,NA,FALSE
5,2,0.01,2.81,0.16,59,NA,NA,NA,18,1,FALSE
4,4,1.26,0.31,0.9,35,NA,NA,448,30,2,FALSE
1,3,3.76,5.31,0.41,83,NA,NA,NA,7,1,FALSE
2,1,4.07,3.44,0.34,41,NA,98,NA,NA,NA,FALSE
1,2,1.57,8.44,0.84,89,NA,NA,NA,38,1,FALSE
5,3,2.82,0.94,0.59,65,NA,NA,NA,50,1,FALSE
3,4,0.32,5.94,0.1,17,0.18,NA,NA,27,2,FALSE
5,1,0.95,9.69,0.96,53,NA,NA,NA,NA,NA,FALSE
2,2,3.45,4.69,0.47,5,NA,36,NA,44,1,FALSE
3,3,2.2,7.19,0.22,29,0.55,NA,NA,32,1,FALSE
4,4,4.7,2.19,0.71,77,NA,NA,495,9,2,FALSE
1,3,1.41,3.13,0.75,50,NA,NA,NA,25,2,FALSE
2,4,3.91,8.13,0.25,98,NA,52,NA,48,1,FALSE
5,2,2.66,5.63,0.99,26,NA,NA,NA,14,2,FALSE
3,1,0.16,0.63,0.5,74,0.02,NA,NA,NA,NA,FALSE
1,4,0.79,4.38,0.62,14,NA,NA,NA,31,1,FALSE
4,3,3.29,9.38,0.13,62,NA,NA,518,8,2,FALSE
5,1,4.54,6.88,0.87,38,NA,NA,NA,NA,NA,FALSE
2,2,2.04,1.88,0.37,86,NA,39,NA,19,2,FALSE
5,4,2.35,8.75,0.44,44,NA,NA,NA,22,1,TRUE
3,3,4.85,3.75,0.93,92,0.46,NA,NA,45,2,FALSE
1,1,3.6,1.25,0.19,20,NA,NA,NA,NA,NA,FALSE
5,4,1.77,2.74,0.35,32,NA,NA,NA,13,1,TRUE
3,4,4.97,1.02,0.3,12,0.7,NA,NA,8,2,TRUE
3,4,0.98,2.42,0.13,5,0.97,NA,NA,14,2,TRUE
2,4,3.41,5.39,0.74,42,NA,10,NA,45,2,TRUE
5,4,2.35,8.75,0.44,44,NA,NA,NA,22,1,TRUE
5,3,2.87,3.45,0.49,58,NA,NA,NA,40,2,FALSE
1,1,1.66,4.29,0.65,44,NA,NA,NA,NA,NA,FALSE
3,1,3.43,1.68,0.84,10,0.64,NA,NA,NA,NA,FALSE
4,4,2.79,5.71,0.17,38,NA,NA,632,17,1,FALSE
5,2,3.72,2.03,0.29,56,NA,NA,NA,6,1,FALSE
4,2,3.42,0.6,0.48,20,NA,NA,456,12,2,FALSE
1,2,4.82,4.22,0.63,9,NA,NA,NA,26,2,FALSE
3,2,0.88,1.4,0.26,10,0.45,NA,NA,12,1,FALSE
3,3,3.12,2.7,0.11,58,0.17,NA,NA,8,2,FALSE
5,2,0.36,2.04,0.23,34,NA,NA,NA,34,1,FALSE
5,1,4.02,3.45,0.81,24,NA,NA,NA,NA,NA,FALSE
3,4,2.68,6.43,0.85,7,0.86,NA,NA,15,1,TRUE
4,3,1.95,1.6,0.32,84,NA,NA,74,8,2,FALSE
5,3,2.6,9.06,0.39,83,NA,NA,NA,17,1,FALSE
5,4,0.71,2,0.34,52,NA,NA,NA,15,1,FALSE
3,2,3.57,1.55,0.7,35,0.63,NA,NA,7,2,FALSE
3,3,2.65,0.64,0.16,23,0.53,NA,NA,21,1,FALSE
2,4,1.22,3.63,0.35,37,NA,13,NA,30,1,FALSE
1,4,0.67,6.66,0.16,47,NA,NA,NA,17,2,FALSE
3,4,4.96,7.58,0.16,33,0.77,NA,NA,18,2,FALSE
1,1,4.05,2.3,0.68,54,NA,NA,NA,NA,NA,FALSE
1,3,0.04,4.33,0.53,61,NA,NA,NA,24,2,FALSE
5,3,4.67,5.08,0.38,7,NA,NA,NA,27,1,FALSE
2,4,4.15,8.94,0.65,70,NA,5,NA,35,2,FALSE
5,1,2.92,4.53,0.34,30,NA,NA,NA,NA,NA,FALSE
5,3,2.57,8.8,0.77,24,NA,NA,NA,28,2,FALSE
5,1,3.77,2.57,0.35,48,NA,NA,NA,NA,NA,FALSE
4,4,3.99,8.2,0.52,26,NA,NA,595,43,2,FALSE
1,2,2.7,4.43,0.7,18,NA,NA,NA,8,1,FALSE
1,1,1.79,1.67,0.13,36,NA,NA,NA,NA,NA,FALSE
2,4,1.04,1.95,0.65,10,NA,69,NA,36,1,FALSE
1,2,2.01,7.41,0.4,9,NA,NA,NA,17,1,FALSE
3,2,2.06,3.51,0.6,15,0.57,NA,NA,31,1,FALSE
3,3,4.27,4.47,0.48,37,0.12,NA,NA,13,1,FALSE
5,3,1.21,8.81,0.17,56,NA,NA,NA,21,1,FALSE
5,2,1.39,6.53,0.12,60,NA,NA,NA,25,2,FALSE
3,4,0.6,4.69,0.65,16,0.97,NA,NA,20,1,FALSE
1,4,4.02,3.8,0.35,24,NA,NA,NA,19,2,FALSE
1,3,4.24,0.02,0.79,25,NA,NA,NA,27,1,FALSE
4,4,1.48,2.07,0.13,14,NA,NA,569,45,2,FALSE
2,2,2.97,3.94,0.65,62,NA,22,NA,33,2,FALSE
5,1,3.69,2.37,0.33,38,NA,NA,NA,NA,NA,FALSE
2,2,0.59,5.89,0.14,5,NA,99,NA,24,2,FALSE
3,1,0.35,8.1,0.61,80,0.61,NA,NA,NA,NA,FALSE
3,2,2.09,4.88,0.21,12,0.2,NA,NA,33,1,FALSE
1,3,4.06,0.73,0.53,10,NA,NA,NA,28,1,FALSE
5,3,4.32,6.19,0.71,57,NA,NA,NA,14,1,FALSE
5,4,2.5,0.61,0.44,89,NA,NA,NA,38,1,FALSE
4,1,0.39,4.36,0.25,38,NA,NA,744,NA,NA,FALSE
5,2,3.93,4.86,0.09,53,NA,NA,NA,21,1,FALSE
3,2,2.26,4.06,0.44,19,0.82,NA,NA,18,1,FALSE
1,1,4.85,0.91,0.34,53,NA,NA,NA,NA,NA,FALSE
5,2,0.58,9.22,0.85,62,NA,NA,NA,24,1,FALSE
1,4,2.2,5.69,0.77,56,NA,NA,NA,28,2,FALSE
3,4,1.92,2.97,0.52,31,0.77,NA,NA,26,2,FALSE
3,4,3.09,8.91,0.58,43,0.18,NA,NA,37,2,FALSE
3,2,3.87,1.82,0.47,34,0.86,NA,NA,8,1,FALSE
3,1,1.08,5.16,0.17,45,0.48,NA,NA,NA,NA,FALSE
1,4,3.01,6.83,0.82,49,NA,NA,NA,12,2,FALSE
3,1,2.49,9.53,0.6,82,0.02,NA,NA,NA,NA,FALSE
5,2,1.96,9.84,0.72,41,NA,NA,NA,25,2,FALSE
5,3,0.62,5.22,0.36,22,NA,NA,NA,8,2,FALSE
1,4,1.52,2.01,0.59,42,NA,NA,NA,27,1,FALSE
5,1,3.86,1.06,0.41,5,NA,NA,NA,NA,NA,FALSE
4,4,1.64,3.67,0.01,84,NA,NA,332,20,1,FALSE
5,4,4.49,2.94,0.7,54,NA,NA,NA,12,1,FALSE
4,4,3.45,1.26,0.08,13,NA,NA,644,18,2,FALSE
1,2,0.35,4.97,0.3,16,NA,NA,NA,18,1,FALSE
3,2,1.52,5.37,0.13,41,0.21,NA,NA,6,1,FALSE
5,2,2.57,5.2,0.69,45,NA,NA,NA,11,1,FALSE
2,3,4.48,6.86,0.34,16,NA,36,NA,30,1,FALSE
1,4,0.05,5.96,0.48,25,NA,NA,NA,15,2,FALSE
5,3,1.91,3.82,0.13,8,NA,NA,NA,11,2,FALSE
2,3,0.49,2.4,0.37,30,NA,92,NA,27,1,FALSE
5,1,1.64,9.01,0.06,40,NA,NA,NA,NA,NA,FALSE
4,1,4.99,3.41,0.1,25,NA,NA,474,NA,NA,FALSE
5,1,4.35,0.92,0.37,38,NA,NA,NA,NA,NA,FALSE
1,4,2.74,0.12,0.3,41,NA,NA,NA,14,2,FALSE
3,2,3.71,1.09,0.17,42,0.07,NA,NA,16,2,FALSE
5,4,1.08,2.76,0.5,13,NA,NA,NA,28,2,FALSE
5,4,1.77,2.74,0.35,32,NA,NA,NA,13,1,TRUE
3,4,2.68,6.43,0.85,7,0.86,NA,NA,15,1,TRUE
3,4,4.97,1.02,0.3,12,0.7,NA,NA,8,2,TRUE
5,4,2.35,8.75,0.44,44,NA,NA,NA,22,1,TRUE
2,4,3.41,5.39,0.74,42,NA,10,NA,45,2,TRUE
5,3,3.82,9.51,0.61,10,NA,NA,NA,25,1,FALSE
2,4,1.03,8.93,0.33,24,NA,93,NA,17,1,FALSE
5,4,3.33,2.37,0.49,33,NA,NA,NA,19,1,FALSE
5,4,0.4,1.55,0.33,25,NA,NA,NA,26,1,FALSE
3,4,1.22,3.91,0.72,33,0.55,NA,NA,11,2,FALSE
5,1,2.9,3.27,0.26,25,NA,NA,NA,NA,NA,FALSE
5,4,2.48,2.53,0.41,28,NA,NA,NA,29,1,FALSE
3,3,1.38,6.27,0.74,16,0.53,NA,NA,9,1,FALSE
5,1,2.63,7.84,0.45,72,NA,NA,NA,NA,NA,FALSE
3,4,3.8,1.98,0.56,15,0.57,NA,NA,21,2,FALSE
4,2,2.89,1.56,0.13,17,NA,NA,21,11,1,FALSE
1,4,2.51,6.63,0.38,81,NA,NA,NA,16,2,FALSE
3,4,4.95,1.6,0.75,54,0.17,NA,NA,7,2,FALSE
2,4,1.66,7.47,0.75,62,NA,80,NA,20,2,FALSE
2,2,2.06,7.25,0.47,10,NA,94,NA,21,1,FALSE
3,3,1.92,6.88,0.83,10,0.94,NA,NA,16,1,FALSE
4,4,3.13,2.52,0.52,20,NA,NA,167,22,1,FALSE
5,4,3.89,4.99,0.24,13,NA,NA,NA,9,1,FALSE
1,4,1.56,3.07,0.11,62,NA,NA,NA,8,1,FALSE
5,3,3.53,2.15,0.87,14,NA,NA,NA,10,2,FALSE
5,4,2.54,5.76,0.52,27,NA,NA,NA,32,2,FALSE
5,2,1.04,2.5,0.35,6,NA,NA,NA,14,1,FALSE
4,4,3.63,2.2,0.07,20,NA,NA,487,17,2,FALSE
5,2,2.35,8.7,0.41,82,NA,NA,NA,28,1,FALSE
3,3,3.98,1.87,0.24,23,0.81,NA,NA,22,1,FALSE
1,1,1.92,6.91,0.99,22,NA,NA,NA,NA,NA,FALSE
4,4,2.19,7.63,0.97,28,NA,NA,132,17,2,FALSE
3,1,1.31,3.81,0.45,26,0.79,NA,NA,NA,NA,FALSE
1,2,3.45,3.28,0.28,30,NA,NA,NA,7,2,FALSE
1,4,2.54,8.01,0.68,88,NA,NA,NA,20,1,FALSE
1,4,4.91,0.6,0.35,5,NA,NA,NA,16,2,FALSE
5,4,1.03,4.98,0.6,27,NA,NA,NA,22,1,FALSE
3,2,3.89,2.18,0.18,8,0.81,NA,NA,5,2,FALSE
1,4,3.46,4.72,0.68,9,NA,NA,NA,10,2,FALSE
2,4,2.81,3.87,0.24,33,NA,49,NA,14,1,FALSE
4,1,3.97,1.64,0.08,18,NA,NA,721,NA,NA,FALSE
3,4,2.35,7.83,0.98,10,0.88,NA,NA,38,1,FALSE
4,3,4.08,3.03,0.68,39,NA,NA,597,16,2,FALSE
5,4,1,4.37,0.94,17,NA,NA,NA,8,1,TRUE
2,2,1.59,3.88,0.53,30,NA,83,NA,10,1,FALSE
3,4,2.63,8.13,0.82,11,0.76,NA,NA,17,1,TRUE
1,4,2.6,3.03,0.32,14,NA,NA,NA,22,2,FALSE
5,4,1.7,1.77,0.45,55,NA,NA,NA,31,1,FALSE
5,4,4.98,2.07,0.28,42,NA,NA,NA,6,2,FALSE
1,3,1.58,8.46,0.17,60,NA,NA,NA,25,2,FALSE
5,4,2.56,6.37,0.06,32,NA,NA,NA,8,1,FALSE
3,3,3.84,0.58,0.15,7,0.89,NA,NA,22,2,FALSE
4,4,4.39,1.91,0.23,60,NA,NA,439,27,2,FALSE
1,3,4.51,6.17,0.08,48,NA,NA,NA,19,2,FALSE
1,4,1.8,2.78,0.16,38,NA,NA,NA,11,1,FALSE
3,2,3.68,3.7,0.54,52,0.66,NA,NA,16,2,FALSE
5,4,1.46,4.28,0.06,48,NA,NA,NA,15,1,FALSE
4,4,1.91,4.66,0.39,42,NA,NA,731,22,2,FALSE
2,4,3.31,4.82,0.64,35,NA,14,NA,48,1,FALSE
2,4,4,7.1,0.87,80,NA,24,NA,40,1,FALSE
5,4,1.76,5.37,0.63,19,NA,NA,NA,6,1,FALSE
5,4,2.17,1.65,0.4,12,NA,NA,NA,5,1,FALSE
3,4,2.83,4.37,0.82,14,0.88,NA,NA,19,2,FALSE
3,4,4.32,3.09,0.18,49,0.36,NA,NA,18,2,FALSE
2,4,4.98,3.42,0.69,45,NA,36,NA,40,1,FALSE
3,4,1.33,4.21,0.1,40,0.39,NA,NA,23,1,FALSE
5,2,2.88,2.99,0.05,45,NA,NA,NA,13,2,FALSE
5,4,1.99,3.5,0.32,16,NA,NA,NA,11,2,FALSE
4,3,0.54,7.14,0.97,41,NA,NA,40,36,2,FALSE
3,4,2.53,6.7,0.65,28,0.55,NA,NA,5,2,FALSE
3,4,2.48,7.03,0.98,10,0.72,NA,NA,23,1,TRUE
3,4,3.27,0.57,0.48,17,0.82,NA,NA,16,2,FALSE
3,4,4.18,8.47,0.59,9,0.72,NA,NA,18,2,FALSE
2,4,1.38,9.33,0.53,34,NA,8,NA,38,1,FALSE
5,3,2.72,1.27,0.28,37,NA,NA,NA,11,1,FALSE
5,4,0.86,4.39,0.32,81,NA,NA,NA,5,1,FALSE
5,4,1.76,4.48,0.56,74,NA,NA,NA,9,1,FALSE
4,4,2.93,9.71,0.96,15,NA,NA,195,31,1,FALSE
3,2,2.79,5.21,0.83,10,0.78,NA,NA,15,1,FALSE
3,4,4.23,6.78,0.83,16,0.44,NA,NA,13,1,FALSE
2,4,3.05,8.34,0.41,54,NA,78,NA,21,1,FALSE
4,4,3.43,7.17,0.57,33,NA,NA,373,15,1,FALSE
3,4,2.63,8.13,0.82,11,0.76,NA,NA,17,1,TRUE
5,4,1,4.37,0.94,17,NA,NA,NA,8,1,TRUE
3,4,2.48,7.03,0.98,10,0.72,NA,NA,23,1,TRUE
3,4,2.68,6.43,0.85,7,0.86,NA,NA,15,1,TRUE
3,4,4.97,1.02,0.3,12,0.7,NA,NA,8,2,TRUE
2,4,2.89,3.56,0.96,15,NA,49,NA,11,1,FALSE
3,1,1.36,5.67,0.92,6,0.62,NA,NA,NA,NA,FALSE
5,4,0.61,2.86,0.94,17,NA,NA,NA,6,1,FALSE
3,4,1.05,1.55,0.89,12,0.79,NA,NA,10,1,TRUE
3,4,3.33,6.42,0.96,14,0.77,NA,NA,17,1,FALSE
3,4,2.98,8.13,0.84,10,0.89,NA,NA,18,1,FALSE
3,4,2.86,8.1,0.8,19,0.62,NA,NA,19,1,FALSE
5,4,1.21,6.99,0.88,22,NA,NA,NA,29,1,FALSE
3,4,0.03,2.55,0.87,11,0.92,NA,NA,6,1,FALSE
3,4,4.61,2.08,0.29,11,0.85,NA,NA,10,1,FALSE
3,4,2.29,9.72,0.93,7,0.69,NA,NA,19,1,FALSE
4,4,0.64,1.31,0.63,8,NA,NA,120,8,1,FALSE
5,4,0.92,7.03,0.89,27,NA,NA,NA,5,1,FALSE
3,4,3.32,5.88,0.87,16,0.81,NA,NA,14,1,FALSE
3,4,2.07,8.45,0.94,40,0.6,NA,NA,23,1,TRUE
5,4,0.15,6.45,0.85,18,NA,NA,NA,11,1,FALSE
3,4,2.77,9.48,0.8,6,0.72,NA,NA,19,1,FALSE
3,4,1.06,6.6,0.73,12,0.67,NA,NA,15,1,TRUE
2,4,2.23,6.55,0.77,31,NA,91,NA,5,1,FALSE
3,4,2.22,5.71,0.98,8,0.93,NA,NA,23,1,FALSE
4,4,2.03,5.34,0.88,5,NA,NA,233,20,1,FALSE
1,4,2.12,6.23,0.87,5,NA,NA,NA,21,1,FALSE
3,4,4.62,4.81,0.51,20,0.76,NA,NA,10,2,FALSE
3,4,2.72,6.1,0.91,25,0.85,NA,NA,23,1,FALSE
3,4,2.82,6.83,0.8,23,0.87,NA,NA,18,2,FALSE
3,4,2.77,7,0.51,42,0.51,NA,NA,18,1,TRUE
5,4,0.25,3.33,0.87,18,NA,NA,NA,10,1,FALSE
3,4,3.54,7.93,0.95,13,0.97,NA,NA,12,1,FALSE
3,4,3.59,5.35,0.66,17,0.6,NA,NA,14,1,FALSE
3,4,1.7,7.26,0.91,9,0.88,NA,NA,25,1,FALSE
3,4,1.7,8.57,0.67,17,0.87,NA,NA,21,1,FALSE
3,4,4.65,1.15,0.12,25,0.64,NA,NA,9,2,FALSE
3,4,3.16,9.31,0.62,42,0.79,NA,NA,20,1,FALSE
5,2,0.96,3.82,0.85,37,NA,NA,NA,9,1,FALSE
5,4,1.16,2.97,0.94,41,NA,NA,NA,9,1,FALSE
3,1,0.47,5.36,0.76,13,0.52,NA,NA,NA,NA,FALSE
3,4,4.94,2.38,0.34,13,0.63,NA,NA,15,2,FALSE
